SKU,Nombre,precioVenta_sin_IVA,lista_regular_sin_IVA,lista_tecnico_sin_IVA,lista_cananea_sin_IVA,lista_mayoreo_menos_sin_IVA,lista_mayoreo_mas_sin_IVA,preciosPorListaCliente_json
94,METRO CINTA MAGNETICA P/REF. 9MM,19.83,19.83,13.79,4.62,0,0,"{""regular"":19.83,""tecnico"":13.79,""cananea"":4.62,""mayoreo_menos"":0,""mayoreo_mas"":0}"
89,METRO DE TUBO DE COBRE 1/4,51.72,51.72,47.41,25,43.1,38.79,"{""regular"":51.72,""tecnico"":47.41,""cananea"":25,""mayoreo_menos"":43.1,""mayoreo_mas"":38.79}"
96,METRO PERFIL DOBLE ALETA BLCO. REF.,64.66,64.66,47.41,19.97,0,0,"{""regular"":64.66,""tecnico"":47.41,""cananea"":19.97,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1794,METRO PERFIL DOBLE NEGRO,60.34,60.34,51.72,29.81,47.41,43.1,"{""regular"":60.34,""tecnico"":51.72,""cananea"":29.81,""mayoreo_menos"":47.41,""mayoreo_mas"":43.1}"
953,METRO PERFIL NEGRO ALA DE VAMPIRO,51.72,51.72,43.1,16.68,38.79,34.48,"{""regular"":51.72,""tecnico"":43.1,""cananea"":16.68,""mayoreo_menos"":38.79,""mayoreo_mas"":34.48}"
857,METRO TUBO DE COBRE FLEXIBLE 3/16,38.79,38.79,34.48,31.03,30.17,0,"{""regular"":38.79,""tecnico"":34.48,""cananea"":31.03,""mayoreo_menos"":30.17,""mayoreo_mas"":0}"
933,METRO TUBO FLEXIBLE COBRE 1/2,112.07,112.07,94.83,54.05,86.21,77.59,"{""regular"":112.07,""tecnico"":94.83,""cananea"":54.05,""mayoreo_menos"":86.21,""mayoreo_mas"":77.59}"
139,MIRILLA INDICADORA DE HUMEDAD SA-17S,0.86,0.86,0,251,0,0,"{""regular"":0.86,""tecnico"":0,""cananea"":251,""mayoreo_menos"":0,""mayoreo_mas"":0}"
51200,MODULO ELECT. COMPRESOR INVERTER,2.59,2.59,1.72,0,0.86,0,"{""regular"":2.59,""tecnico"":1.72,""cananea"":0,""mayoreo_menos"":0.86,""mayoreo_mas"":0}"
1167,MODULO INVERSOR MABE WR55X24143,2.59,2.59,1.72,0.86,1.72,1.72,"{""regular"":2.59,""tecnico"":1.72,""cananea"":0.86,""mayoreo_menos"":1.72,""mayoreo_mas"":1.72}"
1498,MODULO RELEVADOR 1 CANAL 12 V,34.48,34.48,0,0,0,0,"{""regular"":34.48,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1571,MOTOR ARUKI 1/20HP 220V 50/60HZ 1550RMP,732.76,732.76,646.55,215.26,603.45,560.34,"{""regular"":732.76,""tecnico"":646.55,""cananea"":215.26,""mayoreo_menos"":603.45,""mayoreo_mas"":560.34}"
2276,MOTOR CHICO REF. LG 4 CABLES ORG. CW EAU65058327,775.86,775.86,620.69,373.77,568.97,517.24,"{""regular"":775.86,""tecnico"":620.69,""cananea"":373.77,""mayoreo_menos"":568.97,""mayoreo_mas"":517.24}"
2281,MOTOR COND. REF. LG EAU63103301,181.03,181.03,137.93,82.78,129.31,120.69,"{""regular"":181.03,""tecnico"":137.93,""cananea"":82.78,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
1136,MOTOR CONDENSADOR REF LG. MORADO 4681JB1029J,646.55,646.55,198.28,129.31,155.17,137.93,"{""regular"":646.55,""tecnico"":198.28,""cananea"":129.31,""mayoreo_menos"":155.17,""mayoreo_mas"":137.93}"
1105,MOTOR CONDENSADOR WH BLANCO ORG.,508.62,508.62,413.79,439.66,379.31,120.69,"{""regular"":508.62,""tecnico"":413.79,""cananea"":439.66,""mayoreo_menos"":379.31,""mayoreo_mas"":120.69}"
1431,MOTOR ENFRIADOR CONGELADOR WELLINGTON ECR01AX193,206.9,206.9,0.86,0,0.86,0,"{""regular"":206.9,""tecnico"":0.86,""cananea"":0,""mayoreo_menos"":0.86,""mayoreo_mas"":0}"
830,MOTOR ESQUELETO FLECHA CORTA 3000RPM,215.52,215.52,198.28,125.65,181.03,172.41,"{""regular"":215.52,""tecnico"":198.28,""cananea"":125.65,""mayoreo_menos"":181.03,""mayoreo_mas"":172.41}"
1221,MOTOR ESQUELETO FLECHA CORTA MABE ORG.,250,250,206.9,157.53,198.28,189.66,"{""regular"":250,""tecnico"":206.9,""cananea"":157.53,""mayoreo_menos"":198.28,""mayoreo_mas"":189.66}"
1876,MOTOR ESQUELETO FLECHA LARGA MABE ORG. 200D2940P011,267.24,267.24,224.14,138.67,206.9,198.28,"{""regular"":267.24,""tecnico"":224.14,""cananea"":138.67,""mayoreo_menos"":206.9,""mayoreo_mas"":198.28}"
1222,MOTOR ESQUELETO NEGRO 3 CABLES LG ORG ETIQUETA AMARILLA 4681JB1029B,310.34,310.34,258.62,130.22,245.69,232.76,"{""regular"":310.34,""tecnico"":258.62,""cananea"":130.22,""mayoreo_menos"":245.69,""mayoreo_mas"":232.76}"
1363,MOTOR ESQUELETO WH GEN. 482731,340.52,340.52,267.24,147.01,250,228.45,"{""regular"":340.52,""tecnico"":267.24,""cananea"":147.01,""mayoreo_menos"":250,""mayoreo_mas"":228.45}"
1338,MOTOR ESQUELETO WH GEN.W10189703,258.62,258.62,202.59,110.26,193.97,149.81,"{""regular"":258.62,""tecnico"":202.59,""cananea"":110.26,""mayoreo_menos"":193.97,""mayoreo_mas"":149.81}"
9741,MOTOR EVAP. 12V MB WW 197D2407P013,646.55,646.55,543.1,365.66,517.24,482.76,"{""regular"":646.55,""tecnico"":543.1,""cananea"":365.66,""mayoreo_menos"":517.24,""mayoreo_mas"":482.76}"
1370,MOTOR EVAP. C.SENSOR MABE,689.66,689.66,603.45,352,560.34,517.24,"{""regular"":689.66,""tecnico"":603.45,""cananea"":352,""mayoreo_menos"":560.34,""mayoreo_mas"":517.24}"
2199,MOTOR EVAP. C.SENSOR MABE GEN.,379.31,379.31,323.28,194.73,301.72,280.17,"{""regular"":379.31,""tecnico"":323.28,""cananea"":194.73,""mayoreo_menos"":301.72,""mayoreo_mas"":280.17}"
1898,"MOTOR EVAP. DAEWOO ORG, DREP9020LJ 3 CABLES.",271.55,271.55,1.72,0,0,0,"{""regular"":271.55,""tecnico"":1.72,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1899,MOTOR EVAP. LG 12V D4612AAA39,362.07,362.07,318.97,222.16,297.41,275.86,"{""regular"":362.07,""tecnico"":318.97,""cananea"":222.16,""mayoreo_menos"":297.41,""mayoreo_mas"":275.86}"
144,MOTOR EVAP. LG 13VDC 463103204,215.52,215.52,189.66,0,172.41,159.48,"{""regular"":215.52,""tecnico"":189.66,""cananea"":0,""mayoreo_menos"":172.41,""mayoreo_mas"":159.48}"
1202,MOTOR EVAP. S.SENSOR MABE GEN. 9.75V,603.45,603.45,594.83,440,560.34,534.48,"{""regular"":603.45,""tecnico"":594.83,""cananea"":440,""mayoreo_menos"":560.34,""mayoreo_mas"":534.48}"
1904,MOTOR EVAP. SAMSUNG CON ARNES GEN 12V 13,387.93,387.93,301.72,188.79,258.62,232.76,"{""regular"":387.93,""tecnico"":301.72,""cananea"":188.79,""mayoreo_menos"":258.62,""mayoreo_mas"":232.76}"
32132,MOTOR EVAP. SAMSUNG INVERTER 12 V,603.45,603.45,543.1,568.97,0.86,0,"{""regular"":603.45,""tecnico"":543.1,""cananea"":568.97,""mayoreo_menos"":0.86,""mayoreo_mas"":0}"
1361,MOTOR EVAP. WH NEGRO ELECTRON. 2315549L,594.83,594.83,456.9,0,422.41,370.69,"{""regular"":594.83,""tecnico"":456.9,""cananea"":0,""mayoreo_menos"":422.41,""mayoreo_mas"":370.69}"
1957,MOTOR EVAPORADOR LG 13V 4 CABLES EAU63103201,215.52,215.52,189.66,82.96,172.41,159.48,"{""regular"":215.52,""tecnico"":189.66,""cananea"":82.96,""mayoreo_menos"":172.41,""mayoreo_mas"":159.48}"
1853,MOTOR EVAPORADOR MABE ORG WR01F04980,840.52,840.52,775.86,548.58,0.86,0.86,"{""regular"":840.52,""tecnico"":775.86,""cananea"":548.58,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
223,MOTOR EVP. FLECHA LARGA MB 40MM,405.17,405.17,198.28,146.55,163.79,155.17,"{""regular"":405.17,""tecnico"":198.28,""cananea"":146.55,""mayoreo_menos"":163.79,""mayoreo_mas"":155.17}"
1402,MOTOR PARA CONDENSADOR TIPO VITRINA 1/70 10 W,775.86,775.86,396.55,200,366.38,340.52,"{""regular"":775.86,""tecnico"":396.55,""cananea"":200,""mayoreo_menos"":366.38,""mayoreo_mas"":340.52}"
1714,MOTOR REF 110V 2500RPM MB 200D2940P032,362.07,362.07,318.97,191.09,293.1,275.86,"{""regular"":362.07,""tecnico"":318.97,""cananea"":191.09,""mayoreo_menos"":293.1,""mayoreo_mas"":275.86}"
1715,MOTOR REF 120V MB 200D2940P031,327.59,327.59,288.79,174.29,271.55,250,"{""regular"":327.59,""tecnico"":288.79,""cananea"":174.29,""mayoreo_menos"":271.55,""mayoreo_mas"":250}"
1874,MOTOR REF 120V MB 294D1978P001,560.34,560.34,495.69,298.2,461.21,426.72,"{""regular"":560.34,""tecnico"":495.69,""cananea"":298.2,""mayoreo_menos"":461.21,""mayoreo_mas"":426.72}"
1866,MOTOR SOLO 12V 65058312 LG,215.52,215.52,189.66,131.7,176.72,163.79,"{""regular"":215.52,""tecnico"":189.66,""cananea"":131.7,""mayoreo_menos"":176.72,""mayoreo_mas"":163.79}"
1697,MOTOR TIPO ARUKI 220V 1/40 1550RPM,0.86,0.86,0.86,666.76,0.86,0.86,"{""regular"":0.86,""tecnico"":0.86,""cananea"":666.76,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
1181,MOTOR TURBINA EVAP. SAMSUNG 12V 3 CABLES DA31-00334C,637.93,637.93,594.83,383.25,551.72,534.48,"{""regular"":637.93,""tecnico"":594.83,""cananea"":383.25,""mayoreo_menos"":551.72,""mayoreo_mas"":534.48}"
1050,MOTOR UNIVERSAL REF. CON ACCESORIO 3000 RPM,258.62,258.62,215.52,185.34,205.17,155.17,"{""regular"":258.62,""tecnico"":215.52,""cananea"":185.34,""mayoreo_menos"":205.17,""mayoreo_mas"":155.17}"
2136,MOTOR VENTILADOR CON TURBINA 4 CABLES,681.03,681.03,637.93,0.86,594.83,253.45,"{""regular"":681.03,""tecnico"":637.93,""cananea"":0.86,""mayoreo_menos"":594.83,""mayoreo_mas"":253.45}"
1750,NIPLE CONECTOR RAPIDO 1/4,51.72,51.72,0,7.78,0,0,"{""regular"":51.72,""tecnico"":0,""cananea"":7.78,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1751,NIPLE CONECTOR RAPIDO 1/4 C/ CANDADO,51.72,51.72,0,0,0,0,"{""regular"":51.72,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2265,PERIL ARPON NEGRO CENTRAL,51.72,51.72,43.1,11.08,43.1,34.48,"{""regular"":51.72,""tecnico"":43.1,""cananea"":11.08,""mayoreo_menos"":43.1,""mayoreo_mas"":34.48}"
926,PERILLA CONTROL REF. MABE 238C4460P002,73.28,73.28,56.03,0,0,0,"{""regular"":73.28,""tecnico"":56.03,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1603,PERILLA CONTROL REF. MABE NUMERICA 238C3223P004,73.28,73.28,64.66,30.14,60.34,51.72,"{""regular"":73.28,""tecnico"":64.66,""cananea"":30.14,""mayoreo_menos"":60.34,""mayoreo_mas"":51.72}"
2226,PERILLA LARGA REF. TERMOSTATO,86.21,86.21,73.28,31.25,64.66,56.03,"{""regular"":86.21,""tecnico"":73.28,""cananea"":31.25,""mayoreo_menos"":64.66,""mayoreo_mas"":56.03}"
1764,PERILLA SEC MABE BLANCA/GRIS ORG 253C1252G004,245.69,245.69,224.14,170.67,211.21,142.24,"{""regular"":245.69,""tecnico"":224.14,""cananea"":170.67,""mayoreo_menos"":211.21,""mayoreo_mas"":142.24}"
998,PINZA CORTA CAPILAR DIF. MEDIDAS,163.79,163.79,115.52,0,0,0,"{""regular"":163.79,""tecnico"":115.52,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
997,PINZA CORTA CAPILAR SENCILLA,137.93,137.93,112.07,68.26,103.45,94.83,"{""regular"":137.93,""tecnico"":112.07,""cananea"":68.26,""mayoreo_menos"":103.45,""mayoreo_mas"":94.83}"
70,POSTE TRANS. MBESAM,257.26,257.26,198.28,189.66,0,0,"{""regular"":257.26,""tecnico"":198.28,""cananea"":189.66,""mayoreo_menos"":0,""mayoreo_mas"":0}"
217,PROTECTOR TERMICO P/COMP. UNIV. BL.,38.79,38.79,25.86,0,0,0,"{""regular"":38.79,""tecnico"":25.86,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
166,REJILLA DIFUSOR MB GRANDE,112.07,112.07,86.21,68.97,77.59,0,"{""regular"":112.07,""tecnico"":86.21,""cananea"":68.97,""mayoreo_menos"":77.59,""mayoreo_mas"":0}"
1471,RELAY NEGRO SIRVE LG 2 TERMINALES,51.72,51.72,34.48,0,30.17,25.86,"{""regular"":51.72,""tecnico"":34.48,""cananea"":0,""mayoreo_menos"":30.17,""mayoreo_mas"":25.86}"
262,RELAY PUNTO ROJO 1/4HP 12A 12 UF,168.97,168.97,137.93,0,0,0,"{""regular"":168.97,""tecnico"":137.93,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
619,RELAY TIPO EMBRACO 1/2 HP,60.34,60.34,0,0,0,0,"{""regular"":60.34,""tecnico"":0,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
938,RELAY TIPO KLIXON 1/2HP,60.34,60.34,38.79,20.37,34.48,34.48,"{""regular"":60.34,""tecnico"":38.79,""cananea"":20.37,""mayoreo_menos"":34.48,""mayoreo_mas"":34.48}"
939,RELAY TIPO KLIXON 1/3HP,60.34,60.34,38.79,15.76,0,0,"{""regular"":60.34,""tecnico"":38.79,""cananea"":15.76,""mayoreo_menos"":0,""mayoreo_mas"":0}"
134,RELAY UNIV. CAFE REF,137.93,137.93,129.31,14.19,120.69,71.41,"{""regular"":137.93,""tecnico"":129.31,""cananea"":14.19,""mayoreo_menos"":120.69,""mayoreo_mas"":71.41}"
1994,RELOJ DE DESHIELO TIPO WH 6H 21MIN,172.41,172.41,137.93,73.5,120.69,107.76,"{""regular"":172.41,""tecnico"":137.93,""cananea"":73.5,""mayoreo_menos"":120.69,""mayoreo_mas"":107.76}"
2094,RELOJ DE DESHIELO WH ROBERTSHAW 10HRS,215.52,215.52,193.97,121.81,181.03,163.79,"{""regular"":215.52,""tecnico"":193.97,""cananea"":121.81,""mayoreo_menos"":181.03,""mayoreo_mas"":163.79}"
2285,RELOJ DE DESHIELO WH ROBERTSHAW 6HRS,232.76,232.76,206.9,123.91,189.66,172.41,"{""regular"":232.76,""tecnico"":206.9,""cananea"":123.91,""mayoreo_menos"":189.66,""mayoreo_mas"":172.41}"
1193,RELOJ DE DESHIELO WH ROBERTSHAW 8HRS,211.21,211.21,185.34,111.72,172.41,159.48,"{""regular"":211.21,""tecnico"":185.34,""cananea"":111.72,""mayoreo_menos"":172.41,""mayoreo_mas"":159.48}"
915,RELOJ DESHIELO LG 10 HRS,163.79,163.79,120.69,81.5,0,0,"{""regular"":163.79,""tecnico"":120.69,""cananea"":81.5,""mayoreo_menos"":0,""mayoreo_mas"":0}"
296,RELOJ DESHIELO LG 6:25HRS,163.79,163.79,142.24,87.89,0,0,"{""regular"":163.79,""tecnico"":142.24,""cananea"":87.89,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1369,RELOJ DESHIELO MB ORG. 10HRS,275.86,275.86,250,152.26,232.76,215.52,"{""regular"":275.86,""tecnico"":250,""cananea"":152.26,""mayoreo_menos"":232.76,""mayoreo_mas"":215.52}"
58,RELOJ DESHIELO REF. 8HRS. AMN,146.55,146.55,105.17,110.84,0,0,"{""regular"":146.55,""tecnico"":105.17,""cananea"":110.84,""mayoreo_menos"":0,""mayoreo_mas"":0}"
949,RELOJ DESHIELO WH ORG. 10HRS,206.9,206.9,189.66,109.02,172.41,155.17,"{""regular"":206.9,""tecnico"":189.66,""cananea"":109.02,""mayoreo_menos"":172.41,""mayoreo_mas"":155.17}"
1798,RESISTENCIA BLINDADA 35 CMS,103.45,103.45,77.59,27.08,64.66,51.72,"{""regular"":103.45,""tecnico"":77.59,""cananea"":27.08,""mayoreo_menos"":64.66,""mayoreo_mas"":51.72}"
61,RESISTENCIA BLINDADA 38 CMS MB,112.07,112.07,68.97,36.48,51.72,0,"{""regular"":112.07,""tecnico"":68.97,""cananea"":36.48,""mayoreo_menos"":51.72,""mayoreo_mas"":0}"
62,RESISTENCIA BLINDADA 41 CMS. MB,120.69,120.69,77.59,41.09,0,0,"{""regular"":120.69,""tecnico"":77.59,""cananea"":41.09,""mayoreo_menos"":0,""mayoreo_mas"":0}"
63,RESISTENCIA BLINDADA 46 CMS. MB,125,125,80.17,43.61,0,0,"{""regular"":125,""tecnico"":80.17,""cananea"":43.61,""mayoreo_menos"":0,""mayoreo_mas"":0}"
64,RESISTENCIA BLINDADA 51 CMS. MB,133.62,133.62,90.52,50.54,0,0,"{""regular"":133.62,""tecnico"":90.52,""cananea"":50.54,""mayoreo_menos"":0,""mayoreo_mas"":0}"
65,RESISTENCIA BLINDADA 53 CMS. MB,137.93,137.93,94.83,36.76,0,0,"{""regular"":137.93,""tecnico"":94.83,""cananea"":36.76,""mayoreo_menos"":0,""mayoreo_mas"":0}"
2154,RESISTENCIA BLINDADA TIPO L LG ORG. MEE64065001,310.34,310.34,258.62,142.8,241.38,206.9,"{""regular"":310.34,""tecnico"":258.62,""cananea"":142.8,""mayoreo_menos"":241.38,""mayoreo_mas"":206.9}"
875,RESISTENCIA CRISTAL 17 SIRVE DAEWOO,215.52,215.52,129.31,68.97,86.21,36.21,"{""regular"":215.52,""tecnico"":129.31,""cananea"":68.97,""mayoreo_menos"":86.21,""mayoreo_mas"":36.21}"
2108,RESISTENCIA CRISTAL 20 160W,172.41,172.41,146.55,46.63,129.31,120.69,"{""regular"":172.41,""tecnico"":146.55,""cananea"":46.63,""mayoreo_menos"":129.31,""mayoreo_mas"":120.69}"
7491,"RESISTENCIA CRISTAL C/GUARDA, 30CMS GEN.",258.62,258.62,232.76,124.96,224.14,206.9,"{""regular"":258.62,""tecnico"":232.76,""cananea"":124.96,""mayoreo_menos"":224.14,""mayoreo_mas"":206.9}"
2307,"RESISTENCIA CRISTAL C/GUARDA, 30CMS ORG. WE203C5543G003",482.76,482.76,431.03,280.97,396.55,362.07,"{""regular"":482.76,""tecnico"":431.03,""cananea"":280.97,""mayoreo_menos"":396.55,""mayoreo_mas"":362.07}"
1023,RESISTENCIA CRISTAL DAEWO ELEC. 19,327.59,327.59,284.48,173.16,267.24,250,"{""regular"":327.59,""tecnico"":284.48,""cananea"":173.16,""mayoreo_menos"":267.24,""mayoreo_mas"":250}"
1253,RESISTENCIA CRISTAL DAEWOO 18,215.52,215.52,202.59,128.89,202.59,202.59,"{""regular"":215.52,""tecnico"":202.59,""cananea"":128.89,""mayoreo_menos"":202.59,""mayoreo_mas"":202.59}"
1021,RESISTENCIA CRISTAL DAEWWO ELECT 13,193.97,193.97,159.48,104.09,0,0,"{""regular"":193.97,""tecnico"":159.48,""cananea"":104.09,""mayoreo_menos"":0,""mayoreo_mas"":0}"
701,RESISTENCIA CRISTAL DOBLE 24 CM,336.21,336.21,284.48,181.66,0,0,"{""regular"":336.21,""tecnico"":284.48,""cananea"":181.66,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1981,RESISTENCIA CRISTAL DOBLE 30CMS WR51X443 GEN,482.76,482.76,422.41,255.16,396.55,366.38,"{""regular"":482.76,""tecnico"":422.41,""cananea"":255.16,""mayoreo_menos"":396.55,""mayoreo_mas"":366.38}"
958,RESISTENCIA CRITAL 21.5 DAEWOO,215.52,215.52,189.66,112.47,172.41,172.41,"{""regular"":215.52,""tecnico"":189.66,""cananea"":112.47,""mayoreo_menos"":172.41,""mayoreo_mas"":172.41}"
1022,RESISTENCIA CRITAL DAEWO ELECT. 14,211.21,211.21,165.52,106.75,0,0,"{""regular"":211.21,""tecnico"":165.52,""cananea"":106.75,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1379,RESISTENCIA DE CRISTAL 10 SENCILLA,112.07,112.07,86.21,30.55,68.97,51.72,"{""regular"":112.07,""tecnico"":86.21,""cananea"":30.55,""mayoreo_menos"":68.97,""mayoreo_mas"":51.72}"
1380,RESISTENCIA DE CRISTAL 12 SENCILLA,112.07,112.07,86.21,30.54,68.97,51.72,"{""regular"":112.07,""tecnico"":86.21,""cananea"":30.54,""mayoreo_menos"":68.97,""mayoreo_mas"":51.72}"
2286,RESISTENCIA DE CRISTAL 16 SENCILLA,137.93,137.93,112.07,39.7,99.14,86.21,"{""regular"":137.93,""tecnico"":112.07,""cananea"":39.7,""mayoreo_menos"":99.14,""mayoreo_mas"":86.21}"
2086,RESISTENCIA DE CRISTAL SENCILLA 24CM 10053,250,250,189.66,125.16,0,0,"{""regular"":250,""tecnico"":189.66,""cananea"":125.16,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1286,RESISTENCIA LG ORG 5300JB1079C,775.86,775.86,698.28,472.5,0.86,0,"{""regular"":775.86,""tecnico"":698.28,""cananea"":472.5,""mayoreo_menos"":0.86,""mayoreo_mas"":0}"
2255,RESISTENCIA MABE SIRUS MODERNO 294D3228G001 46CM,818.97,818.97,689.66,419.72,646.55,603.45,"{""regular"":818.97,""tecnico"":689.66,""cananea"":419.72,""mayoreo_menos"":646.55,""mayoreo_mas"":603.45}"
1199,RESISTENCIA MABE SIRUS MODERNO 294D3228G002 52CM,818.97,818.97,793.1,566.56,0.86,0.86,"{""regular"":818.97,""tecnico"":793.1,""cananea"":566.56,""mayoreo_menos"":0.86,""mayoreo_mas"":0.86}"
2233,RESISTENCIA REF. LG MEE625002,517.24,517.24,448.28,269.24,418.1,387.93,"{""regular"":517.24,""tecnico"":448.28,""cananea"":269.24,""mayoreo_menos"":418.1,""mayoreo_mas"":387.93}"
98148962,RESISTENCIA REFRIGERADOR LG ORG 5300JB1100P,0.86,0.86,0,568.97,0,0,"{""regular"":0.86,""tecnico"":0,""cananea"":568.97,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1660,RESISTENCIA TUBULAR REF WH 15-1/2 PULG ORG. W10331598,655.17,655.17,577.59,500,538.79,508.62,"{""regular"":655.17,""tecnico"":577.59,""cananea"":500,""mayoreo_menos"":538.79,""mayoreo_mas"":508.62}"
1917,ROLLO CAPILAR .26 3M,77.59,77.59,68.97,31.05,60.34,51.72,"{""regular"":77.59,""tecnico"":68.97,""cananea"":31.05,""mayoreo_menos"":60.34,""mayoreo_mas"":51.72}"
138,ROLLO CAPILAR .28,73.28,73.28,64.66,42.97,60.34,56.03,"{""regular"":73.28,""tecnico"":64.66,""cananea"":42.97,""mayoreo_menos"":60.34,""mayoreo_mas"":56.03}"
1062,ROLLO CAPILAR .31,68.97,68.97,64.66,44.22,60.34,0,"{""regular"":68.97,""tecnico"":64.66,""cananea"":44.22,""mayoreo_menos"":60.34,""mayoreo_mas"":0}"
218,ROLLO CAPILAR .42,64.66,64.66,0,40.97,0,0,"{""regular"":64.66,""tecnico"":0,""cananea"":40.97,""mayoreo_menos"":0,""mayoreo_mas"":0}"
154,ROLLO CAPILAR .46,68.97,68.97,0,68.97,0,0,"{""regular"":68.97,""tecnico"":0,""cananea"":68.97,""mayoreo_menos"":0,""mayoreo_mas"":0}"
155,ROLLO CAPILAR .66,94.83,94.83,90.52,0,73.28,0,"{""regular"":94.83,""tecnico"":90.52,""cananea"":0,""mayoreo_menos"":73.28,""mayoreo_mas"":0}"
153,ROLLO CAPILAR.54,73.28,73.28,73.28,57.87,0,0,"{""regular"":73.28,""tecnico"":73.28,""cananea"":57.87,""mayoreo_menos"":0,""mayoreo_mas"":0}"
90,ROLLO DE COBRE 1/4 15.24MTS,375,375,0,518.02,0,0,"{""regular"":375,""tecnico"":0,""cananea"":518.02,""mayoreo_menos"":0,""mayoreo_mas"":0}"
945,SELLADOR DE FUGAS EXTREME 12 ML,534.48,534.48,465.52,620,439.66,405.17,"{""regular"":534.48,""tecnico"":465.52,""cananea"":620,""mayoreo_menos"":439.66,""mayoreo_mas"":405.17}"
2032,SENSOR AMBIENTAL AMARILLO SAMSUNG DA32-00070A,86.21,86.21,51.72,0,38.79,0,"{""regular"":86.21,""tecnico"":51.72,""cananea"":0,""mayoreo_menos"":38.79,""mayoreo_mas"":0}"
1117,SENSOR BLANCO MABE ORG.,94.83,94.83,81.9,51.33,73.28,64.66,"{""regular"":94.83,""tecnico"":81.9,""cananea"":51.33,""mayoreo_menos"":73.28,""mayoreo_mas"":64.66}"
1120,SENSOR BLANCO SAMSUNG ORG,94.83,94.83,94.83,0,94.83,86.21,"{""regular"":94.83,""tecnico"":94.83,""cananea"":0,""mayoreo_menos"":94.83,""mayoreo_mas"":86.21}"
1765,SENSOR DESHIELO REF. LG CON FUSIBLE (SEPARADOS) ORG.,81.9,81.9,68.97,47.28,64.66,60.34,"{""regular"":81.9,""tecnico"":68.97,""cananea"":47.28,""mayoreo_menos"":64.66,""mayoreo_mas"":60.34}"
2225,SENSOR TEMP. SAMS. ORG. 6500JB2008Z,129.31,129.31,99.14,44.36,86.21,77.59,"{""regular"":129.31,""tecnico"":99.14,""cananea"":44.36,""mayoreo_menos"":86.21,""mayoreo_mas"":77.59}"
1656,SENSOR TEMPERATURA LGSM BULBO PLAST.,43.1,43.1,0,26.97,0,0,"{""regular"":43.1,""tecnico"":0,""cananea"":26.97,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1493,SERPENTIN CHICO 35X27X6 SAMSUNG/LG,629.31,629.31,517.24,560.34,482.76,81.9,"{""regular"":629.31,""tecnico"":517.24,""cananea"":560.34,""mayoreo_menos"":482.76,""mayoreo_mas"":81.9}"
213,SOLDADURA DE PLATA 0%,12.93,12.93,12.93,5.84,6.3,0,"{""regular"":12.93,""tecnico"":12.93,""cananea"":5.84,""mayoreo_menos"":6.3,""mayoreo_mas"":0}"
110,SOLDADURA PLATA 15% HARRIS,60.34,60.34,0,101.91,0,0,"{""regular"":60.34,""tecnico"":0,""cananea"":101.91,""mayoreo_menos"":0,""mayoreo_mas"":0}"
109,SOLDADURA PLATA 5% HARRIS,68.97,68.97,60.34,52.5,56.03,56.03,"{""regular"":68.97,""tecnico"":60.34,""cananea"":52.5,""mayoreo_menos"":56.03,""mayoreo_mas"":56.03}"
1799,SUSPENSION MABE ORG. 189D3916G005,38.79,38.79,30.17,94.41,0,0,"{""regular"":38.79,""tecnico"":30.17,""cananea"":94.41,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1131,SWITCH FOCO SEC. SAMSUNG ORG. DC64-00828B,137.93,137.93,103.45,18.18,90.52,81.9,"{""regular"":137.93,""tecnico"":103.45,""cananea"":18.18,""mayoreo_menos"":90.52,""mayoreo_mas"":81.9}"
628,SWITCH MEDIA LUNA NORM. CERRADO,38.79,38.79,30.17,62.85,0,0,"{""regular"":38.79,""tecnico"":30.17,""cananea"":62.85,""mayoreo_menos"":0,""mayoreo_mas"":0}"
1566,SWITCH PUERTA LG 6600JB1010A,456.9,456.9,422.41,0,0,0,"{""regular"":456.9,""tecnico"":422.41,""cananea"":0,""mayoreo_menos"":0,""mayoreo_mas"":0}"
