sku,nombre,regular_con_IVA,tecnico_con_IVA,cananea_con_IVA,mayoreo_menos_con_IVA,mayoreo_mas_con_IVA,regular_sin_IVA,tecnico_sin_IVA,cananea_sin_IVA,mayoreo_menos_sin_IVA,mayoreo_mas_sin_IVA,nombre_normalizado
1094,VALVULA REGULADORA CAPILAR SAMSUNG 3 VIAS ORG.,1950,1850,640.6,1680,1500,1681.03,1594.83,552.24,1448.28,1293.1,VALVULA REGULADORA CAPILAR SAMSUNG 3 VIAS ORG.
233,"VARILLA SOLDADURA DE BRONCE CON FUNDENTE ""HARRIS""",100,90,80,90,90,86.21,77.59,68.97,77.59,77.59,"VARILLA SOLDADURA DE BRONCE CON FUNDENTE ""HARRIS"""
7503028596454,VENTILADOR 110V 2700RPM CUADRADO,280,250,134,230,209.99,241.38,215.52,115.52,198.28,181.03,VENTILADOR 110V 2700RPM CUADRADO
7503026192399,VENTILADOR 12 V.,100,80.01,47.18,69.99,60,86.21,68.97,40.67,60.34,51.72,VENTILADOR 12 V.
2232,VENTILADOR 12V REF. HISENSE K1960962,890,790,474.52,735,680,767.24,681.03,409.07,633.62,586.21,VENTILADOR 12V REF. HISENSE K1960962
EAU62025701,VENTILADOR COND. LG. 3 CABLES EAU62025701,950,840,506.28,785,730,818.97,724.14,436.45,676.72,629.31,VENTILADOR COND. LG. 3 CABLES EAU62025701
360,"ABRAZADERA PARA DUCTO DE 4""",40,40,30,35,35,34.48,34.48,25.86,30.17,30.17,"ABRAZADERA PARA DUCTO DE 4"""
234D2071G001,ARO FRICCION SEC EASY KRAKEN ORG. 234D2071G001,1100,680,425.38,650,590,948.28,586.21,366.71,560.34,508.62,ARO FRICCION SEC EASY KRAKEN ORG. 234D2071G001
137,ARO SOPORT COJINETE SUP. SEC.,920,850,525.17,780,700,793.1,732.76,452.73,672.41,603.45,ARO SOPORT COJINETE SUP. SEC.
2191,ARO TINA SOPORTE SEC. MABE WE3M20,500,400,173.25,350,300,431.03,344.83,149.35,301.72,258.62,ARO TINA SOPORTE SEC. MABE WE3M20
WE12M29,BANDA MABE GE,180,165,90.77,112.54,100.49,155.17,142.24,78.25,97.02,86.63,BANDA MABE GE
1404,BANDA SAMSUNG ORG 117CM 5PISTAS 6602-001655,230,200,120.59,185,175,198.28,172.41,103.96,159.48,150.86,BANDA SAMSUNG ORG 117CM 5PISTAS 6602-001655
134503600,BANDA SEC 4H WW ORG. 110CM 134503600,290,250,163.22,235,220,250,215.52,140.71,202.59,189.66,BANDA SEC 4H WW ORG. 110CM 134503600
308D1415P003,BANDA SEC MABE 123CM 308D1415P003,400,360,211.94,330,300,344.83,310.34,182.71,284.48,258.62,BANDA SEC MABE 123CM 308D1415P003
33002535,"BANDA SEC, MAYTAG NEPTUNO 116 CM 33002535",450,370,254.09,345,320,387.93,318.97,219.04,297.41,275.86,"BANDA SEC, MAYTAG NEPTUNO 116 CM 33002535"
W11162091,"BANDA SEC, WH. 124CM W11162091",800,730,,670,620,689.66,629.31,,577.59,534.48,"BANDA SEC, WH. 124CM W11162091"
2263,BANDA SEC. 4 HILOS 118.5CM WH GEN 661570,210,185,112.09,175,160,181.03,159.48,96.63,150.86,137.93,BANDA SEC. 4 HILOS 118.5CM WH GEN 661570
661570,BANDA SEC. 4 HILOS 118.5CM WH ORG. 661570VP,300,280,184.33,260,208.68,258.62,241.38,158.91,224.14,179.9,BANDA SEC. 4 HILOS 118.5CM WH ORG. 661570VP
W10136934,BANDA SEC. 5H. WHO 120CM W10136934,650,590,463.18,580,540,560.34,508.62,399.29,500,465.52,BANDA SEC. 5H. WHO 120CM W10136934
883049548081,BANDA SEC. WH ORG. 120 CM,560,0,,0,0,482.76,0,,0,0,BANDA SEC. WH ORG. 120 CM
2316,BANDA SEC. WH. W11575710 ORG . 118.5CM,300,260,116.94,245,220,258.62,224.14,100.81,211.21,189.66,BANDA SEC. WH. W11575710 ORG . 118.5CM
137292700,BANDA SEC. WW ORG 134503900 113CM,260,260,210,225,225,224.14,224.14,181.03,193.97,193.97,BANDA SEC. WW ORG 134503900 113CM
5303281154,BANDA SEC. WW. 5303281154 ORG.,360,,,,,310.34,,,,,BANDA SEC. WW. 5303281154 ORG.
2264,BANDA SEC. WW. ORG. 117.5CM 134503700,390,360,224.12,330,290,336.21,310.34,193.21,284.48,250,BANDA SEC. WW. ORG. 117.5CM 134503700
2166,BANDA TAMBOR 4H WH. GEN 117CM 341241,150,125,71.87,110,100,129.31,107.76,61.96,94.83,86.21,BANDA TAMBOR 4H WH. GEN 117CM 341241
341241,BANDA TAMBOR 4H WH. ORG 117CM 341241,240,210,103.59,130.25,106.25,206.9,181.03,89.3,112.28,91.59,BANDA TAMBOR 4H WH. ORG 117CM 341241
WPY312959,BANDA WH 127CM ORG WPY312959,500,450,338,420,420,431.03,387.93,291.38,362.07,362.07,BANDA WH 127CM ORG WPY312959
W10131172,BANDA WH ORG. 5 PISTAS 118CM W10131172,350,325,205.33,315,295,301.72,280.17,177.01,271.55,254.31,BANDA WH ORG. 5 PISTAS 118CM W10131172
797,BOBINA DUAL 2/3 PTAS. WH ORG,1250,1100,,0,0,1077.59,948.28,,0,0,BOBINA DUAL 2/3 PTAS. WH ORG
279834V,BOBINAS DE GAS SEC. WH O.,340,300,190.77,285,250,293.1,258.62,164.46,245.69,215.52,BOBINAS DE GAS SEC. WH O.
208,BOBINAS SEC. WHG,190,165,86.07,89.58,88.92,163.79,142.24,74.2,77.22,76.66,BOBINAS SEC. WHG
037103572561,BOQUILLA CON AUTOENCENDIDO Y MANGUERA TURNER,1200,1060,654.07,1000,940,1034.48,913.79,563.85,862.07,810.34,BOQUILLA CON AUTOENCENDIDO Y MANGUERA TURNER
1215,BUJE SOPORTE TINA MABE SEC.,70,0,,0,0,60.34,0,,0,0,BUJE SOPORTE TINA MABE SEC.
744,CABLE PARA SECADORA 220V,600,450,330,450,400,517.24,387.93,284.48,387.93,344.83,CABLE PARA SECADORA 220V
745,CAJA DW CONTACTO SEC 220V,170,150,98.48,140,130,146.55,129.31,84.9,120.69,112.07,CAJA DW CONTACTO SEC 220V
1226,CODO CAMPANA 3/8-3/8,50,40,26.19,35,35,43.1,34.48,22.58,30.17,30.17,CODO CAMPANA 3/8-3/8
294,COJINETE DESLIZABLE BLANCO,60,45,26.52,40,40,51.72,38.79,22.86,34.48,34.48,COJINETE DESLIZABLE BLANCO
1441,COJINETE DESLIZABLE BLANCO CON OJO MB,20,20,0,5.79,0,17.24,17.24,0,4.99,0,COJINETE DESLIZABLE BLANCO CON OJO MB
1442,COJINETE DESLIZABLE VERDE,75,60,,0,0,64.66,51.72,,0,0,COJINETE DESLIZABLE VERDE
747,CONTACTO 220V PARA SECADORA 3P3W 30A,210,160,92.8,150,140,181.03,137.93,80,129.31,120.69,CONTACTO 220V PARA SECADORA 3P3W 30A
2272,CONTACTO 220V PARA SECADORA 3P3W 30A TIERRA EN L,315,275,250,275,260,271.55,237.07,215.52,237.07,224.14,CONTACTO 220V PARA SECADORA 3P3W 30A TIERRA EN L
078477695302,CONTACTO 220V PARA SECADORA 4P4W 50A,385,345,,330,310,331.9,297.41,,284.48,267.24,CONTACTO 220V PARA SECADORA 4P4W 50A
078477905739,CONTACTO PARA SECADORA 220V 3P 3W 3 TERM RECTO,385,350,,320,290,331.9,301.72,,275.86,250,CONTACTO PARA SECADORA 220V 3P 3W 3 TERM RECTO
078477905753,CONTACTO PARA SECADORA 220V 3P3W NEUTRO EN L,310,260,119.7,235,210,267.24,224.14,103.19,202.59,181.03,CONTACTO PARA SECADORA 220V 3P3W NEUTRO EN L
2281,CONTACTO PARA SECADORA 220V/ 30A 3 PINES TIERRA EN L,210,160,96.02,150,140,181.03,137.93,82.78,129.31,120.69,CONTACTO PARA SECADORA 220V/ 30A 3 PINES TIERRA EN L
078477695319,CONTACTO PARA SECADORA 4 P 30AMP NEUTRO ESCUADRA COD:278,420,360,229.95,345,330,362.07,310.34,198.23,297.41,284.48,CONTACTO PARA SECADORA 4 P 30AMP NEUTRO ESCUADRA COD:278
1897,DESLIZADOR TAMBOR SEC. MAYTAG GEN. 306508,100,85,27.7,75,50.47,86.21,73.28,23.88,64.66,43.51,DESLIZADOR TAMBOR SEC. MAYTAG GEN. 306508
306508,DESLIZADOR TAMBOR SECAD 306508,210,180,,170,160,181.03,155.17,,146.55,137.93,DESLIZADOR TAMBOR SECAD 306508
37001298,DESLIZADOR TAMBOR WH ORG. 37001298,330,290,,270,250,284.48,250,,232.76,215.52,DESLIZADOR TAMBOR WH ORG. 37001298
5303937139P,DESLIZADOR Y FELPA FONTAL SUPERIOR TAMBOR ORG,410,359.99,,335,310,353.45,310.34,,288.79,267.24,DESLIZADOR Y FELPA FONTAL SUPERIOR TAMBOR ORG
1235,DUCTO ALUMINIO RIGIDO TRAMO 2.4,210,175,101.99,160,145,181.03,150.86,87.92,137.93,125,DUCTO ALUMINIO RIGIDO TRAMO 2.4
710631908568,"DUCTO C/COMPUERTA 4""",240,209.99,,200,180,206.9,181.03,,172.41,155.17,"DUCTO C/COMPUERTA 4"""
1415,DUCTO COLECTOR DE AIRE PARA SEC. 234D1198,750,610,,570,0,646.55,525.86,,491.38,0,DUCTO COLECTOR DE AIRE PARA SEC. 234D1198
1869,"DUCTO DE PLASTICO 4"" 2.4M",130,100,32.35,90,80,112.07,86.21,27.89,77.59,68.97,"DUCTO DE PLASTICO 4"" 2.4M"
212,"DUCTO FLEXIBLE 4""",440,440,,420,390,379.31,379.31,,362.07,336.21,"DUCTO FLEXIBLE 4"""
1796,DUCTO FLEXIBLE 6,43,,,,,37.07,,,,,DUCTO FLEXIBLE 6
119,"DUCTO P/SECADORA 6"" 15M LARGO",400,350,,0,0,344.83,301.72,,0,0,"DUCTO P/SECADORA 6"" 15M LARGO"
1218,ENSAMBLE TURBINA Y CUBIERTA WW ORG.131967600,1600,1350,840.43,1245,1150,1379.31,1163.79,724.51,1073.28,991.38,ENSAMBLE TURBINA Y CUBIERTA WW ORG.131967600
5303207411,ESPREA P/GAS LP WW ORG SIRVE LG,360,320,,0,0,310.34,275.86,,0,0,ESPREA P/GAS LP WW ORG SIRVE LG
1387,ESPREA SEC LG ORG GAS LP,500,450,318.64,430,400,431.03,387.93,274.69,370.69,344.83,ESPREA SEC LG ORG GAS LP
1148,ESPREA SEC LP MABE G,85,69.99,46.29,60,53.68,73.28,60.34,39.91,51.72,46.28,ESPREA SEC LP MABE G
1701,ESPREA SEC MABE NATURAL GEN,90,69.99,,60,50,77.59,60.34,,51.72,43.1,ESPREA SEC MABE NATURAL GEN
2192,ESPREA SEC. MAYTAG LP 2PZS,200,160,103.3,150,140,172.41,137.93,89.05,129.31,120.69,ESPREA SEC. MAYTAG LP 2PZS
1702,ESPREA SEC. MEDIANA MABE MILIMETRICA LP,80,50,17.08,50,40,68.97,43.1,14.72,43.1,34.48,ESPREA SEC. MEDIANA MABE MILIMETRICA LP
1039,ESPREA SEC. WH. ORG.,80,55,22.85,45,27.51,68.97,47.41,19.7,38.79,23.72,ESPREA SEC. WH. ORG.
234868,ESPREA SOLA CONVERSION GAS LP ORG.,90,75.01,,0,0,77.59,64.66,,0,0,ESPREA SOLA CONVERSION GAS LP ORG.
07618A,FELPA SEC. SAMSUNG DC97-07618A DC97-,650,,,,,560.34,,,,,FELPA SEC. SAMSUNG DC97-07618A DC97-
W11035878,FELPA SEC. WH FRONTAL W11035878,590,510.01,,490,450,508.62,439.66,,422.41,387.93,FELPA SEC. WH FRONTAL W11035878
280114,FELPA SEC. WH ORG. 280114,900,800.01,0,750,488.55,775.86,689.66,0,646.55,421.16,FELPA SEC. WH ORG. 280114
239087,FELPA SEC. WH. 239087,820,760,552.96,730,700,706.9,655.17,476.69,629.31,603.45,FELPA SEC. WH. 239087
248,FELPA SECADORA WH W10612022,1150,980,593.63,900,870,991.38,844.83,511.75,775.86,750,FELPA SECADORA WH W10612022
W10717210,FILTRO ATRAPA PELUZA WH ORG. W10717210,800.01,800,,0,0,689.66,689.66,,0,0,FILTRO ATRAPA PELUZA WH ORG. W10717210
1870,FILTRO ATRAPAPELUSA MABE WE03X23881,490,,,,,422.41,,,,,FILTRO ATRAPAPELUSA MABE WE03X23881
602,FILTRO ATRAPAPELUSA MEDIA LUNA WHMY,180,145,,0,0,155.17,125,,0,0,FILTRO ATRAPAPELUSA MEDIA LUNA WHMY
601,FILTRO ATRAPAPELUSA PLANO MY WH W10120998,440,380,0,380,380,379.31,327.59,0,327.59,327.59,FILTRO ATRAPAPELUSA PLANO MY WH W10120998
02595A,FILTRO ATRAPAPELUSA SAMSUNG DC61-02595A DC61-,600,,,,,517.24,,,,,FILTRO ATRAPAPELUSA SAMSUNG DC61-02595A DC61-
2189,FILTRO ATRAPAPELUSA SEC. MABE 254C1262G002,490,390,231.91,360,335,422.41,336.21,199.92,310.34,288.79,FILTRO ATRAPAPELUSA SEC. MABE 254C1262G002
5304516871,FILTRO ATRAPAPELUSA WW ORG 5304516871,840,840,,789.99,730,724.14,724.14,,681.03,629.31,FILTRO ATRAPAPELUSA WW ORG 5304516871
2311,FILTRO ATRAPAPELUSAS SECADORA WH. GEN. 339392,760,670,,620,580,655.17,577.59,,534.48,500,FILTRO ATRAPAPELUSAS SECADORA WH. GEN. 339392
339392,FILTRO ATRAPAPELUSAS SECADORA WH. ORG. 339392,660,580,351.3,545,505,568.97,500,302.84,469.83,435.34,FILTRO ATRAPAPELUSAS SECADORA WH. ORG. 339392
W10859086,FILTRO SECADORA MAYTAG W10859086,1020,,,,,879.31,,,,,FILTRO SECADORA MAYTAG W10859086
1595,FUSIBLE CORTO WH GEN,80,60,17.41,50,40,68.97,51.72,15.01,43.1,34.48,FUSIBLE CORTO WH GEN
WP3390719,FUSIBLE CORTO WHO WP3390719,140,120,,115,110,120.69,103.45,,99.14,94.83,FUSIBLE CORTO WHO WP3390719
1172,FUSIBLE SECADORA WH SOLO GEN 3977393 309F,80,60,30.45,55,50,68.97,51.72,26.25,47.41,43.1,FUSIBLE SECADORA WH SOLO GEN 3977393 309F
279570,GRAPAS PARA PUERTA 279570,170,145,86.5,135,125,146.55,125,74.57,116.38,107.76,GRAPAS PARA PUERTA 279570
WP31001556VP,IGNITOR BASE CHICA WHO,450,389.99,,0,0,387.93,336.2,,0,0,IGNITOR BASE CHICA WHO
686590,IGNITOR PLANO C/BASE WH ORG. 686590,450,410,250.32,390,360,387.93,353.45,215.79,336.21,310.34,IGNITOR PLANO C/BASE WH ORG. 686590
1248,IGNITOR PLANO MABE ORG CON BASE 248C1186P002,600,500,308.13,460,420,517.24,431.03,265.63,396.55,362.07,IGNITOR PLANO MABE ORG CON BASE 248C1186P002
2323,IGNITOR PLANO S/BASE WH GEN.,450,390,230.21,360,330,387.93,336.21,198.46,310.34,284.48,IGNITOR PLANO S/BASE WH GEN.
512,IGNITOR REDONDO MABE,400,355.24,,0,0,344.83,306.24,,0,0,IGNITOR REDONDO MABE
1989,IGNITOR TIPO CIGARRO MABE/ GE 248C1185G001,580,540,443.36,540,500,500,465.52,382.21,465.52,431.03,IGNITOR TIPO CIGARRO MABE/ GE 248C1185G001
WPW10549553,JALADERA BLANCA PUERTA SEC. WH. W10549553,350,280,87.62,240,190,301.72,241.38,75.53,206.9,163.79,JALADERA BLANCA PUERTA SEC. WH. W10549553
1669,JALADERA PUERTA MABE SEC. 228C2419P010,200,150,,135,125,172.41,129.31,,116.38,107.76,JALADERA PUERTA MABE SEC. 228C2419P010
W10861225,JALADERA PUERTA SEC WH BLANCA W10861225,450,400,,400,0,387.93,344.83,,344.83,0,JALADERA PUERTA SEC WH BLANCA W10861225
1353,JUEGO DE ESPREA KIT WH GEN,850,750,112.24,750,122.78,732.76,646.55,96.76,646.55,105.84,JUEGO DE ESPREA KIT WH GEN
W910010009,JUEGO DE ESPREAS WH OR.,400,186.84,160.91,177.93,162.87,344.83,161.07,138.72,153.39,140.41,JUEGO DE ESPREAS WH OR.
1041,JUEGO DE PERILLAS ESTUFA GRIS MODELO W10666904,600,0,,0,0,517.24,0,,0,0,JUEGO DE PERILLAS ESTUFA GRIS MODELO W10666904
1083,JUEGO DE RODILLOSSAMSUNG ORG. JY11,380,310,,290,0,327.59,267.24,,250,0,JUEGO DE RODILLOSSAMSUNG ORG. JY11
144444,KIT DE SECADORA ATRAPAPELUSA,230,200,132.77,185,170,198.28,172.41,114.46,159.48,146.55,KIT DE SECADORA ATRAPAPELUSA
1184,KIT DESLIZADOR MAYTAG 12002126,280,240,,220.01,205,241.38,206.9,,189.66,176.72,KIT DESLIZADOR MAYTAG 12002126
WE25X218,KIT ESPREA NATURAL SEC. GE/MABE WE25X218,690,630,408.64,630,590,594.83,543.1,352.28,543.1,508.62,KIT ESPREA NATURAL SEC. GE/MABE WE25X218
1946,"KIT PARA SECADORA LG TERMISTOR, TERMOSTATO ORIGINAL",0,,,,,0,,,,,"KIT PARA SECADORA LG TERMISTOR, TERMOSTATO ORIGINAL"
50946009865,"KIT REPARACION SEC. WH ORG. 4392065,349241",700,640,550,640,600,603.45,551.72,474.14,551.72,517.24,"KIT REPARACION SEC. WH ORG. 4392065,349241"
AGM30045804,"KIT SECADORA LG, TERMISTOR, TERMOSTATO AGM30045804",800,770,550,690,620,689.66,663.79,474.14,594.83,534.48,"KIT SECADORA LG, TERMISTOR, TERMOSTATO AGM30045804"
2019,KIT SOPORTE ANTIDERRAPANTE CONICO P/ LAV Y SEC,190,120,64,110,100,163.79,103.45,55.17,94.83,86.21,KIT SOPORTE ANTIDERRAPANTE CONICO P/ LAV Y SEC
2017,KIT SOPORTE ANTIDERRAPANTE CUADRADO P/ LAV Y SEC,180,110,57,100,90,155.17,94.83,49.14,86.21,77.59,KIT SOPORTE ANTIDERRAPANTE CUADRADO P/ LAV Y SEC
2018,KIT SOPORTE ANTIDERRAPANTE REDONDO P/ LAV Y SEC,200,130,75,120,110,172.41,112.07,64.66,103.45,94.83,KIT SOPORTE ANTIDERRAPANTE REDONDO P/ LAV Y SEC
908,KIT SOPORTE TINA SEC. WW 5303281153,500,400,300,400,350,431.03,344.83,258.62,344.83,301.72,KIT SOPORTE TINA SEC. WW 5303281153
2308,"LLAVE ANGULAR 3/8, 1/2",95,85,56.09,80,75,81.9,73.28,48.35,68.97,64.66,"LLAVE ANGULAR 3/8, 1/2"
872,MANGUERA DE GAS PARA SEC 2 METROS,100,85,47.29,80,75,86.21,73.28,40.77,68.97,64.66,MANGUERA DE GAS PARA SEC 2 METROS
1255,MANGUERA DE GAS PARA SEC 3M,120,105,53.56,90,90,103.45,90.52,46.17,77.59,77.59,MANGUERA DE GAS PARA SEC 3M
621,MANGUERA DE GAS PARA SEC. 1METRO,110,69.99,34.92,60,50,94.83,60.34,30.1,51.72,43.1,MANGUERA DE GAS PARA SEC. 1METRO
131644700,MANIJA SEC. FRIGIDAIRE 131644700,350,,,,,301.72,,,,,MANIJA SEC. FRIGIDAIRE 131644700
279827,MOTOR P/SEC. WH ORG. 279827,2300,2020,1378.8,1960,1850,1982.76,1741.38,1188.62,1689.66,1594.83,MOTOR P/SEC. WH ORG. 279827
2292,MOTOR SEC. MABE 234D1469P006 ORG,1900,1600,840,1500,1400,1637.93,1379.31,724.14,1293.1,1206.9,MOTOR SEC. MABE 234D1469P006 ORG
00055H,MOTOR SEC. SAMSUNG DC31-00055H DC31-,1850,,,,,1594.83,,,,,MOTOR SEC. SAMSUNG DC31-00055H DC31-
1792,MOTOR VENTILADOR PARA CONDENSADOR 110V,2320,1160,,,,2000,1000,,,,MOTOR VENTILADOR PARA CONDENSADOR 110V
1573,NIPLE CAMPANA 3/8 PARA SEC.,30,25,16.42,25,25,25.86,21.55,14.16,21.55,21.55,NIPLE CAMPANA 3/8 PARA SEC.
2317,"NIPLE CAMPANA CODO 3/8, 1/2",50,40,,35,30,43.1,34.48,,30.17,25.86,"NIPLE CAMPANA CODO 3/8, 1/2"
49621,PATA NIVELADORA SEC. WH,100,80,50.96,80,70,86.21,68.97,43.93,68.97,60.34,PATA NIVELADORA SEC. WH
76818380009,PEGAMENTO P�RA FELPAS SEC.,230,190,,150,0,198.28,163.79,,129.31,0,PEGAMENTO P�RA FELPAS SEC.
1582,"PERILLA CONTROL SEC, MBK",320,280,,260,240,275.86,241.38,,224.14,206.9,"PERILLA CONTROL SEC, MBK"
W10743997,PERILLA CONTROL SEC. WH. ORG MEDIANA W10743997,150,125,65.79,110,95,129.31,107.76,56.72,94.83,81.9,PERILLA CONTROL SEC. WH. ORG MEDIANA W10743997
1722,PERILLA SELECTOR MABE/KRAKEN 323B2369G007,70,55,,50,45,60.34,47.41,,43.1,38.79,PERILLA SELECTOR MABE/KRAKEN 323B2369G007
W11611672,"PERILLA SELECTOR SEC, WH, W11611672",180,160,103.6,150,140,155.17,137.93,89.31,129.31,120.69,"PERILLA SELECTOR SEC, WH, W11611672"
799,PERILLA TARJETACONT. MBK BCA/CROM.,135,130,96.1,120,102,116.38,112.07,82.84,103.45,87.93,PERILLA TARJETACONT. MBK BCA/CROM.
1535,PERILLA TIMER MABE BLANCA/CORMO WW02L00732,300,290,127.9,280,260,258.62,250,110.26,241.38,224.14,PERILLA TIMER MABE BLANCA/CORMO WW02L00732
W11291948,PERILLA TIMER SEC. WH. CROMO W11291948,360,280,86.1,240,141.78,310.34,241.38,74.22,206.9,122.22,PERILLA TIMER SEC. WH. CROMO W11291948
1017,PERILLA TRJTA. CONTROL GRIS/CROMO. MABE KR SEC. 2253C1252G010,230,200,99.18,190,175,198.28,172.41,85.5,163.79,150.86,PERILLA TRJTA. CONTROL GRIS/CROMO. MABE KR SEC. 2253C1252G010
239,PICTEL DE COBRE PARA REGULADOR DE GAS,70,0,,0,0,60.34,0,,0,0,PICTEL DE COBRE PARA REGULADOR DE GAS
1101,POLEA CON BRAZO SAMSUNG ORG. DC66-00903A,600,540,324,500,440,517.24,465.52,279.31,431.03,379.31,POLEA CON BRAZO SAMSUNG ORG. DC66-00903A
600,POLEA MOTOR S/MAYTAG RSCA. IZQ.,195,140,73.56,130,110,168.1,120.69,63.41,112.07,94.83,POLEA MOTOR S/MAYTAG RSCA. IZQ.
604,POLEA MOTOR SECADO RSCA. DER.,150,100,36.59,69.19,63.15,129.31,86.21,31.54,59.65,54.44,POLEA MOTOR SECADO RSCA. DER.
1709,POLEA SEC. SAMSUNG,110,90,,80.01,75.01,94.83,77.59,,68.97,64.66,POLEA SEC. SAMSUNG
1756,POLEA SEC. WH 279640 GEN,80,70,30.45,60,45,68.97,60.34,26.25,51.72,38.79,POLEA SEC. WH 279640 GEN
1912,POLEA TENSORA AMANA SEC. 38225-REPL WP40045001,350,250,34.56,230,190,301.72,215.52,29.79,198.28,163.79,POLEA TENSORA AMANA SEC. 38225-REPL WP40045001
1190,POLEA TENSORA C. BRAZO MABE ORG. 189D7031G001,200,160,,145,135,172.41,137.93,,125,116.38,POLEA TENSORA C. BRAZO MABE ORG. 189D7031G001
1054,POLEA TENSORA COMPLETA WH GEN. 691366,290,200,91.77,150,94.54,250,172.41,79.11,129.31,81.5,POLEA TENSORA COMPLETA WH GEN. 691366
WP691366,POLEA TENSORA COMPLETA WH ORG. 691366,400,359.99,217.05,340,310,344.83,310.34,187.11,293.1,267.24,POLEA TENSORA COMPLETA WH ORG. 691366
1985,POLEA TENSORA COMPLETA WH W10837240 GEN,200,170,94,150,135,172.41,146.55,81.03,129.31,116.38,POLEA TENSORA COMPLETA WH W10837240 GEN
W10837240,POLEA TENSORA COMPLETA WHO,510,390.04,331.3,390.04,341.95,439.66,336.24,285.6,336.24,294.78,POLEA TENSORA COMPLETA WHO
1661,POLEA TENSORA MABE GE ORG. 248C1196P001,90,80.01,48.35,75.01,69.99,77.59,68.97,41.68,64.66,60.34,POLEA TENSORA MABE GE ORG. 248C1196P001
131863007,POLEA TENSORA SEC WW ELECT.,400,330,,0,0,344.83,284.48,,0,0,POLEA TENSORA SEC WW ELECT.
5303212849,POLEA TENSORA SEC. COMPLETA WW.5303212849,470,420,256.05,395,370,405.17,362.07,220.73,340.52,318.97,POLEA TENSORA SEC. COMPLETA WW.5303212849
7503026414422,POLEA TENSORA SOLA LG 4560EL3001A,150,75.01,39.43,75.01,48.75,129.31,64.66,33.99,64.66,42.03,POLEA TENSORA SOLA LG 4560EL3001A
279640,POLEA TENSORA SOLA WHO,100,90,62.99,68.59,63,86.21,77.59,54.3,59.13,54.31,POLEA TENSORA SOLA WHO
1163,POLEA TENSORA WH ANCHA TIPO 6-3700340,150,90,48.73,80.01,75.01,129.31,77.59,42.01,68.97,64.66,POLEA TENSORA WH ANCHA TIPO 6-3700340
1192,"REGULADOR 1VIA SIN CONEXIONES 3/8 A1/2""",140,0,,0,0,120.69,0,,0,0,"REGULADOR 1VIA SIN CONEXIONES 3/8 A1/2"""
2297,REGULADOR B.P. CON MANERAL Y MANGUERA TUERCA 3/8 X 2MTS,160,140,97.45,130,130,137.93,120.69,84.01,112.07,112.07,REGULADOR B.P. CON MANERAL Y MANGUERA TUERCA 3/8 X 2MTS
2125,"REJILLA DE VENTILACION 4""",90,70,38.86,65,60,77.59,60.34,33.5,56.03,51.72,"REJILLA DE VENTILACION 4"""
700,"REJILLA DUCTO 4""",58,0,,0,0,50,0,,0,0,"REJILLA DUCTO 4"""
909,RELAY 30 AMP. 220V PARA MOTOR SEC.,100,80.01,,0,0,86.21,68.97,,0,0,RELAY 30 AMP. 220V PARA MOTOR SEC.
1216,RESISTENCIA CON TERMOSTATO WW ORG COMPLETA 137392700,4000,3800,,3500,3500,3448.28,3275.86,,3017.24,3017.24,RESISTENCIA CON TERMOSTATO WW ORG COMPLETA 137392700
1730,RESISTENCIA GENERAL ELECTRIC REDONDA,1500,,,,,1293.1,,,,,RESISTENCIA GENERAL ELECTRIC REDONDA
X00243STSH,"RESISTENCIA SEC WH, ORG 3387747",900,840,588.29,785,730,775.86,724.14,507.15,676.72,629.31,"RESISTENCIA SEC WH, ORG 3387747"
5300622032,RESISTENCIA SEC WW ELEC. 5300622032,1200,1080,890,1050,980,1034.48,931.03,767.24,905.17,844.83,RESISTENCIA SEC WW ELEC. 5300622032
8544771,RESISTENCIA SEC. MAYTAG 8544771,1120,,,,,965.52,,,,,RESISTENCIA SEC. MAYTAG 8544771
1652,RESISTENCIA SEC. MY. 503978,1100,1100,,1000,939.99,948.28,948.28,,862.07,810.34,RESISTENCIA SEC. MY. 503978
2160,RESISTENCIA SEC. SAMSUNG DC47-00019A,930,820,370,765,710,801.72,706.9,318.97,659.48,612.07,RESISTENCIA SEC. SAMSUNG DC47-00019A
2198,RESISTENCIA SEC. SAMSUNG DC97-14486A,1380,1220,737.39,1140,1060,1189.66,1051.72,635.68,982.76,913.79,RESISTENCIA SEC. SAMSUNG DC97-14486A
WP4391960,RESISTENCIA SEC. WHO 4391960,1600,1400,665.24,1300,1200,1379.31,1206.9,573.48,1120.69,1034.48,RESISTENCIA SEC. WHO 4391960
134792700,RESISTENCIA SEC. WW 134792700,1030,,,,,887.93,,,,,RESISTENCIA SEC. WW 134792700
279838,RESISTENCIA WH MODERNA. 279838,950,880,591.14,840,800,818.97,758.62,509.6,724.14,689.66,RESISTENCIA WH MODERNA. 279838
1788,RETENEDOR RODAMIENTO SEC. MABE,120,100,,90,80,103.45,86.21,,77.59,68.97,RETENEDOR RODAMIENTO SEC. MABE
1437,RODILLO TAMBOR JGO. WHG,180,150,94.53,150,135,155.17,129.31,81.49,129.31,116.38,RODILLO TAMBOR JGO. WHG
349241T,RODILLO TAMBOR PAR WHO 349241,350,280,191.24,260,260,301.72,241.38,164.86,224.14,224.14,RODILLO TAMBOR PAR WHO 349241
893,RODILLO TAMBOR SEC LG,260,190,64.19,170,84.67,224.14,163.79,55.34,146.55,72.99,RODILLO TAMBOR SEC LG
